#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2017,1,11,11,50,84,5,6.4,1.58,10,6.47,52,1014.3,25.7,26.6,20,99,99
2017,1,11,12,50,72,5.1,6,1.66,10,6.56,48,1014.8,25.2,26.6,20.3,99,99
2017,1,11,13,50,59,5.1,6.2,1.54,10.81,6.33,66,1015,25.2,26.7,20.7,99,99
2017,1,11,14,50,61,5.9,6.9,1.64,13.79,6.73,340,1014.7,24.9,26.8,21.2,99,99
2017,1,11,15,50,55,6.3,7.8,1.7,10,6.5,51,1013.7,24.6,26.8,21.3,99,99
2017,1,11,16,50,60,5.5,7,1.71,12.9,6.64,342,1012.9,24.5,26.8,21.5,99,99
2017,1,11,17,50,60,5.7,6.6,1.83,12.9,6.84,329,1012.3,24.8,26.9,21.4,99,99
2017,1,11,18,50,61,4.5,5.5,1.79,12.9,6.91,333,1012.2,25.2,26.9,21.1,99,99
2017,1,11,19,50,77,3.9,4.9,1.76,10.81,6.67,57,1011.9,25.4,26.9,21.1,99,99
2017,1,11,20,50,85,4,5.3,2.14,12.12,7.88,336,1012,25.6,26.9,21.1,99,99
2017,1,11,21,50,83,4,5.1,1.74,12.12,7,332,1012.2,25.6,26.8,21.1,99,99
2017,1,11,22,50,70,3.7,4.5,1.97,12.12,7.61,334,1013,25.6,26.8,20.9,99,99
2017,1,11,23,50,71,4.3,5.4,1.88,12.12,7.58,327,1013.3,25.7,26.7,21.4,99,99
2017,1,12,0,50,66,4.1,4.7,1.84,10.81,7.52,25,1013.7,25.3,26.7,21.8,99,99
2017,1,12,1,50,61,4.2,5.1,1.7,10.81,7.24,351,1013.6,25.4,26.7,21.7,99,99
2017,1,12,2,50,47,4.5,5.6,2.18,10.81,8,15,1013.4,25.4,26.7,21.7,99,99
2017,1,12,3,50,40,5,5.8,1.91,11.43,7.7,348,1013.1,25.3,26.7,21.7,99,99
2017,1,12,4,50,36,4.2,5.2,2.28,10.81,8.17,358,1012.6,25.3,26.7,21.3,99,99
2017,1,12,5,50,51,3.6,4.5,1.98,11.43,7.63,360,1012.2,25.1,26.7,21.4,99,99
2017,1,12,6,50,42,3.3,4.1,2.16,11.43,8.04,347,1011.5,25.1,26.6,21,99,99
2017,1,12,7,50,45,2.9,3.9,2.17,11.43,8.18,339,1011.5,24.9,26.6,20.8,99,99
2017,1,12,8,50,34,3.2,4.1,2.17,10.81,8.23,360,1011.9,25.1,26.6,20.5,99,99
2017,1,12,9,50,42,3.1,4.2,2.07,11.43,8.01,347,1012.5,25.1,26.6,20.4,99,99
2017,1,12,10,50,53,3.1,4.7,2.03,10.81,8.14,346,1013.3,25.4,26.6,20.7,99,99
2017,1,12,11,50,46,2.8,4,2.18,11.43,8.65,344,1014.2,25.5,26.6,20.5,99,99
2017,1,12,12,50,58,2.4,3.3,2.13,10.81,8.5,358,1014.5,25.5,26.7,20.7,99,99
2017,1,12,13,50,35,2.5,3.6,2.43,11.43,9.14,343,1014.4,25.4,26.9,20.5,99,99
2017,1,12,14,50,29,3,3.9,2.16,12.12,8.68,343,1013.7,25.3,27.1,20.2,99,99
2017,1,12,15,50,28,2.8,3.8,2.31,12.12,9.07,334,1013.1,25.5,27.2,20.4,99,99
2017,1,12,16,50,26,2.3,3.2,2.39,11.43,9.12,353,1012.5,25.6,27.4,20,99,99
2017,1,12,17,50,33,2.6,3.7,2.17,11.43,8.6,334,1012,25.4,27.4,20.1,99,99
2017,1,12,18,50,26,2.1,3.2,2.4,12.12,8.93,338,1011.7,25.7,27.4,19.8,99,99
2017,1,12,19,50,2,2.5,3.5,2.45,12.12,9.03,334,1011.9,25.7,27.4,19.9,99,99
2017,1,12,20,50,8,1.8,2.7,2.38,11.43,9.23,340,1011.8,25.7,27.3,19.9,99,99
2017,1,12,21,50,348,1.9,3.3,2.75,12.12,9.4,348,1012.1,25.4,27.1,19.5,99,99
2017,1,12,22,50,6,2.5,3.8,2.9,12.12,10.03,350,1012.8,25.4,27,19.4,99,99
2017,1,12,23,50,9,2.8,4,2.88,13.79,10.1,359,1013.4,25.4,27,19.2,99,99
2017,1,13,0,50,5,2.8,3.9,2.36,11.43,9.71,347,1013.7,25.3,26.9,18.9,99,99
2017,1,13,1,50,10,2.7,3.8,2.8,13.79,10.16,11,1013.5,25.3,26.9,19,99,99
2017,1,13,2,50,38,2.2,3.5,2.63,12.9,9.92,359,1013.5,25.2,26.8,19.2,99,99
2017,1,13,3,50,20,2.1,3.6,2.35,12.9,9.46,1,1013.2,25.1,26.8,19.2,99,99
2017,1,13,4,50,11,1.8,2.8,2.67,13.79,10.07,1,1012.9,25,26.7,19.1,99,99
2017,1,13,5,50,17,1.6,2.6,2.38,11.43,9.75,6,1012.6,24.9,26.7,19.1,99,99
2017,1,13,6,50,44,1.3,2.3,2.54,12.9,10.16,1,1012.1,24.8,26.7,19.2,99,99
2017,1,13,7,50,359,2.3,3.2,2.51,12.12,9.89,343,1011.7,24.7,26.7,19,99,99
2017,1,13,8,50,340,2,3.1,2.35,11.43,9.52,345,1011.7,24.8,26.6,19.1,99,99
2017,1,13,9,50,16,2.1,2.9,2.34,10.81,9.59,2,1012,24.6,26.6,19.2,99,99
2017,1,13,10,50,31,1.9,2.8,2.25,12.12,9.53,2,1012.8,24.9,26.6,19.3,99,99
2017,1,13,11,50,36,1.3,2.4,2.34,12.9,9.87,4,1013.7,25.1,26.6,19,99,99
2017,1,13,12,50,339,2.1,3.5,2.4,10.81,9.91,349,1014,25.1,26.7,19.1,99,99
2017,1,13,13,50,356,1.7,3,2.23,10.81,9.58,358,1014,25.1,26.9,19.4,99,99
2017,1,13,14,50,7,2.3,3.6,2.27,12.9,9.71,7,1013.4,25.1,27.1,19.2,99,99
2017,1,13,15,50,326,1.9,3.3,2.01,12.12,9.11,359,1012.8,25.2,27.3,19.1,99,99
2017,1,13,16,50,329,0.4,1.6,2.28,10.81,9.76,352,1011.7,25.6,27.7,19.1,99,99
2017,1,13,17,50,66,0.6,1.3,2.35,12.9,9.6,360,1011.4,25.5,28.2,18.9,99,99
2017,1,13,18,50,308,0.8,1.6,2.13,11.43,9.08,1,1011.3,26,28.2,18.8,99,99
2017,1,13,19,50,294,2.1,3.4,2.2,12.12,9.16,347,1011.6,26,28.2,19,99,99
2017,1,13,20,50,346,1.6,2.9,2.32,12.12,8.9,1,1011.7,25.8,27.6,19,99,99
2017,1,13,21,50,336,1.7,3.1,2.19,12.9,9.08,358,1012.1,25.3,27.4,19.2,99,99
2017,1,13,22,50,337,2.3,3.6,2.32,12.12,9.01,359,1012.7,25.3,27.2,19.2,99,99
2017,1,13,23,50,343,2.3,3.7,2.42,12.12,9.38,9,1013.5,25.4,27.2,19,99,99
2017,1,14,0,50,357,2.4,4,2.15,10.81,8.7,7,1013.7,25.4,27,18.7,99,99
2017,1,14,1,50,353,2.8,4,2.25,10.81,9.14,9,1013.6,25.3,26.9,18.6,99,99
2017,1,14,2,50,6,2.4,3.8,2.23,11.43,9.03,2,1013.2,25.2,26.9,18.7,99,99
2017,1,14,3,50,8,3.1,4.2,2.24,11.43,9.46,359,1012.9,25.1,26.8,19.1,99,99
2017,1,14,4,50,21,1.6,2.3,2.31,12.12,9.42,359,1012.3,24.9,26.8,19.1,99,99
2017,1,14,5,50,33,1.2,2.1,2.46,12.12,10.06,1,1011.9,24.9,26.8,18.9,99,99
2017,1,14,6,50,30,2.1,3.6,2.23,12.9,9.34,8,1011.3,24.8,26.8,19.2,99,99
2017,1,14,7,50,356,2,3.3,2.26,12.9,9.6,6,1011.1,24.8,26.8,19.2,99,99
2017,1,14,8,50,1,2.6,3.4,2.42,12.9,9.33,15,1011,24.9,26.8,18.6,99,99
2017,1,14,9,50,21,2.6,3.5,2.24,11.43,9.02,11,1011.6,24.8,26.8,18.6,99,99
2017,1,14,10,50,30,2.2,3.5,2.24,12.9,9,13,1012.3,25.2,26.7,18.4,99,99
2017,1,14,11,50,16,3.1,4.5,2.24,12.9,8.99,21,1013,25.1,26.8,18.4,99,99
2017,1,14,12,50,32,3,4.3,2.13,12.12,9.07,4,1013.6,25.3,26.8,18.6,99,99
2017,1,14,13,50,21,2.6,3.5,2.14,12.12,8.94,9,1013.8,25.2,27,18.7,99,99
2017,1,14,14,50,44,2.4,3.7,1.96,12.9,8.52,9,1013.5,25.2,27.2,18.7,99,99
2017,1,14,15,50,35,2.1,3.2,1.98,12.12,8.5,12,1012.8,25.3,27.4,18.4,99,99
2017,1,14,16,50,18,2.2,3.2,2.08,12.12,8.88,4,1012,25.3,27.6,18.6,99,99
2017,1,14,17,50,28,2.5,4,1.95,12.12,8.8,9,1011.3,25.4,27.7,18.2,99,99
2017,1,14,18,50,14,2.5,3.5,1.87,12.9,8.5,20,1011.1,25.4,27.6,18.6,99,99
2017,1,14,19,50,357,2.8,3.8,2.06,11.43,8.69,8,1011.3,25.6,27.6,18.3,99,99
2017,1,14,20,50,2,3.1,4.4,2.01,10,8.48,20,1011.5,25.5,27.4,18.4,99,99
2017,1,14,21,50,16,2.9,4.1,1.68,12.12,8.32,3,1011.8,25.3,27.3,18.4,99,99
2017,1,14,22,50,7,2.7,3.7,1.87,10,8.55,31,1012.4,25.3,27.1,17.7,99,99
2017,1,14,23,50,17,3.3,4.5,2,11.43,8.97,21,1012.8,25.3,27,18.1,99,99
2017,1,15,0,50,12,3.2,4.8,1.83,11.43,8.58,12,1013.1,25.3,26.9,18.3,99,99
2017,1,15,1,50,29,3.7,4.6,1.77,10.81,8.65,10,1013.1,25.3,26.8,18.2,99,99
2017,1,15,2,50,25,3.7,5.4,1.9,12.12,8.58,25,1013.1,25.3,26.8,17.9,99,99
2017,1,15,3,50,37,4.1,5.4,2.08,10.81,8.92,15,1012.9,25.1,26.7,18.7,99,99
2017,1,15,4,50,47,4.5,6,1.99,12.12,8.76,15,1012.4,25,26.7,19.1,99,99
2017,1,15,5,50,41,4.4,6.1,1.87,10.81,8.41,10,1012.1,24.8,26.7,19.2,99,99
2017,1,15,6,50,18,5.2,6.3,1.79,10.81,8.12,10,1011.5,24.8,26.6,19.1,99,99
2017,1,15,7,50,32,5.6,6.8,1.95,10,8.3,23,1011.3,24.9,26.6,19.1,99,99
2017,1,15,8,50,46,5.2,6.6,1.92,11.43,7.98,24,1011.7,24.8,26.6,19.4,99,99
2017,1,15,9,50,36,5.9,7.1,1.86,10,7.7,34,1011.9,24.9,26.6,19.3,99,99
2017,1,15,10,50,42,5.9,7.1,1.98,10.81,7.77,18,1012.6,25.2,26.6,19.2,99,99
2017,1,15,11,50,56,5.6,7.1,2.01,11.43,7.67,12,1013.5,25.5,26.6,19.3,99,99
2017,1,15,12,50,61,6.3,7.9,1.87,10.81,7.23,22,1014.2,25.5,26.6,19.1,99,99
2017,1,15,13,50,62,6.2,7.4,1.9,10.81,7.33,12,1014.4,25.5,26.6,19.3,99,99
2017,1,15,14,50,62,6.9,8.7,1.88,10.81,7.08,11,1013.9,25.4,26.7,19.2,99,99
2017,1,15,15,50,62,6.8,8.5,2.03,11.43,7.24,26,1013.2,25.4,26.7,19,99,99
2017,1,15,16,50,68,6.8,8.4,1.96,10,7.01,20,1012.4,25.5,26.7,19.2,99,99
2017,1,15,17,50,65,6.8,8.3,2.05,10,7.29,13,1011.9,25.6,26.7,18.5,99,99
2017,1,15,18,50,68,7,8.5,1.79,9.09,6.63,38,1011.7,25.7,26.8,18.7,99,99
2017,1,15,19,50,56,7.3,8.8,2.02,10,7.03,24,1011.7,25.7,26.7,18.9,99,99
2017,1,15,20,50,51,7.3,8.7,2.11,10.81,6.85,13,1012,25.8,26.7,18.1,99,99
2017,1,15,21,50,55,7.7,9.2,2.06,10.81,6.84,11,1012.1,25.7,26.6,18.6,99,99
2017,1,15,22,50,60,7.1,8.7,2.1,9.09,6.74,37,1012.8,25.6,26.6,19.3,99,99
2017,1,15,23,50,66,7.3,9.3,1.96,10,6.57,16,1013.1,25.6,26.6,19.3,99,99
2017,1,16,0,50,60,6.8,8.2,2.14,10.81,6.77,11,1013.6,25.7,26.6,19.7,99,99
2017,1,16,1,50,58,7.4,9,1.92,10,6.36,29,1013.6,25.8,26.6,19.5,99,99
2017,1,16,2,50,60,7.5,8.9,2.18,10,6.94,31,1013.6,25.7,26.7,19.6,99,99
2017,1,16,3,50,63,7.2,8.3,1.96,9.09,6.49,32,1013.5,25.6,26.7,20.1,99,99
2017,1,16,4,50,62,7.6,9.8,2.06,9.09,6.54,26,1013.2,25.6,26.7,20,99,99
2017,1,16,5,50,58,7.7,9,2.25,10.81,6.68,25,1012.6,25.7,26.7,19.6,99,99
2017,1,16,6,50,61,8.4,9.5,2.19,9.09,6.45,18,1012,25.6,26.7,20.1,99,99
2017,1,16,7,50,60,8.6,10.5,2.29,10,6.47,22,1011.8,25.6,26.6,20.1,99,99
2017,1,16,8,50,56,8.6,10.1,2.28,10,6.39,25,1011.8,25.5,26.6,20.4,99,99
2017,1,16,9,50,57,8.6,10.1,2.31,9.09,6.48,32,1012.3,25.5,26.6,20.4,99,99
2017,1,16,10,50,64,8.3,9.9,2.2,10,6.12,12,1013,25.7,26.6,20.4,99,99
2017,1,16,11,50,57,8.4,10.3,2.3,9.09,6.36,33,1013.8,25.8,26.6,20.1,99,99
2017,1,16,12,50,53,8.5,10.2,2.3,10.81,6.3,26,1014.6,25.9,26.6,20.5,99,99
2017,1,16,13,50,61,8.3,9.7,2.17,8.33,6.05,44,1014.9,26,26.7,20.6,99,99
2017,1,16,14,50,53,8.2,9.8,2.31,9.09,6.3,26,1014.5,25.9,26.7,21,99,99
2017,1,16,15,50,54,8.7,10.1,2.23,10,6.3,34,1013.6,25.8,26.7,20.8,99,99
2017,1,16,16,50,59,8,9.4,2.18,7.69,6.1,20,1012.9,25.9,26.8,21,99,99
2017,1,16,17,50,53,8.2,9.6,2.28,9.09,6.22,24,1012.2,25.9,26.8,21.5,99,99
2017,1,16,18,50,53,8.7,9.9,2.48,9.09,6.63,29,1012.1,26,26.8,21.3,99,99
2017,1,16,19,50,55,8.4,10.1,2.17,9.09,6.11,44,1012.2,26,26.8,21.6,99,99
2017,1,16,20,50,54,8.6,10,2.04,9.09,6.06,44,1012.6,26,26.8,21.6,99,99
2017,1,16,21,50,58,8.3,9.8,2.23,7.69,6,40,1012.8,26,26.8,21.7,99,99
2017,1,16,22,50,55,8.8,10.2,2.37,9.09,6.13,37,1013.2,26,26.7,21.8,99,99
2017,1,16,23,50,55,8.9,10.5,2.21,8.33,6.06,22,1013.9,26,26.7,21.9,99,99
2017,1,17,0,50,57,9.3,10.8,2.16,8.33,5.82,29,1014.2,26,26.7,21.9,99,99
2017,1,17,1,50,56,9.1,10.9,2.21,8.33,5.85,40,1014.3,26.1,26.7,22,99,99
2017,1,17,2,50,57,9.1,10.9,2.16,9.09,5.8,44,1013.9,26,26.7,22,99,99
2017,1,17,3,50,60,9.6,11.7,2.2,8.33,5.81,38,1013.5,25.8,26.7,22.2,99,99
2017,1,17,4,50,46,9.3,11.4,2.15,7.69,5.72,38,1013.2,25.8,26.7,22,99,99
2017,1,17,5,50,49,10,12,2.14,6.25,5.7,64,1012.6,25.5,26.7,22,99,99
2017,1,17,6,50,50,9.8,11.4,2.14,8.33,5.72,46,1012.1,25.7,26.7,21.8,99,99
2017,1,17,7,50,51,10.1,11.9,2.15,5.88,5.61,78,1011.7,25.7,26.7,21.6,99,99
2017,1,17,8,50,71,10,12.9,2.31,7.69,5.69,45,1012.2,23.1,26.7,21.4,99,99
2017,1,17,9,50,51,10.1,11.8,2.16,7.69,5.52,48,1012.6,24.3,26.7,22.2,99,99
2017,1,17,10,50,44,9.3,10.9,2.31,6.67,5.67,71,1013.5,24.4,26.7,22,99,99
2017,1,17,11,50,52,9.8,11.8,2.26,8.33,5.79,55,1014.9,23.2,26.7,21.5,99,99
2017,1,17,12,50,54,10,12.2,2.11,9.09,5.79,35,1014.9,24.3,26.7,21.4,99,99
2017,1,17,13,50,41,9.2,10.9,2.22,7.14,5.67,62,1015.4,24,26.7,21.1,99,99
2017,1,17,14,50,53,9.1,10.4,1.94,7.14,5.5,66,1014.9,24.1,26.7,21,99,99
2017,1,17,15,50,49,9.2,10.7,2.03,7.69,5.7,69,1014,24.7,26.7,20.7,99,99
2017,1,17,16,50,55,8.9,10.4,2.1,7.69,5.7,55,1013.3,25,26.7,21.1,99,99
2017,1,17,17,50,49,8.7,10,1.88,7.14,5.54,87,1012.5,25.2,26.7,20.5,99,99
2017,1,17,18,50,61,8.8,10.5,1.98,6.67,5.64,81,1012,25.6,26.7,19.7,99,99
2017,1,17,19,50,71,9.7,11.4,2,7.14,5.69,78,1012.3,25.6,26.7,19.5,99,99
2017,1,17,20,50,74,8,9.3,2.07,7.69,5.66,87,1013.1,25.2,26.7,20.5,99,99
2017,1,17,21,50,69,7.9,9.2,2.06,6.67,5.68,77,1013.4,25.8,26.6,20.2,99,99
2017,1,17,22,50,80,7.8,9,1.97,7.69,5.81,87,1013.7,25.4,26.6,20.1,99,99
2017,1,17,23,50,67,8.3,10,2.07,7.69,5.82,68,1013.9,25.9,26.6,20.3,99,99
2017,1,18,0,50,66,7.8,9.1,1.92,7.14,5.76,69,1014.1,25.7,26.6,20.7,99,99
2017,1,18,1,50,73,8.9,10.3,1.83,7.14,5.58,95,1013.4,25.9,26.6,20.5,99,99
2017,1,18,2,50,79,9.2,10.8,1.99,8.33,5.7,73,1013.1,25.9,26.6,20.4,99,99
2017,1,18,3,50,62,7.4,8.8,2.05,7.14,5.65,88,1013.3,26,26.6,20.1,99,99
2017,1,18,4,50,63,6.9,8.3,2.02,7.69,5.76,82,1013.2,25.9,26.6,20.6,99,99
2017,1,18,5,50,62,7.3,8.5,1.86,7.14,5.9,78,1012.6,25.7,26.6,20.9,99,99
2017,1,18,6,50,34,8.1,9.8,1.98,6.67,6.06,75,1012.5,25.3,26.6,21.9,99,99
2017,1,18,7,50,46,8.6,10,2.06,7.14,5.79,95,1012.2,25.4,26.6,21.4,99,99
2017,1,18,8,50,49,7.3,8.9,2.05,6.67,5.91,88,1012.5,25.2,26.6,21.7,99,99
2017,1,18,9,50,52,7.8,9.4,2.01,7.69,5.78,80,1012.6,25.5,26.6,20.9,99,99
2017,1,18,10,50,40,7.7,8.9,2.02,6.67,5.84,61,1013.3,25.4,26.6,20.6,99,99
2017,1,18,11,50,52,7.3,8.9,2.05,7.69,5.94,79,1014.1,25.6,26.6,20.3,99,99
2017,1,18,12,50,68,6.8,8.2,2.05,10,6.04,20,1014.5,25.7,26.6,20.6,99,99
2017,1,18,13,50,57,6.6,7.9,2.01,7.14,6.14,76,1014.5,25.9,26.6,20.1,99,99
2017,1,18,14,50,58,6.9,8.1,1.83,10,6.02,15,1014.1,25.9,26.6,20.4,99,99
2017,1,18,15,50,59,6.7,7.8,1.93,10.81,6.09,22,1013.1,25.8,26.6,20.4,99,99
2017,1,18,16,50,58,6.9,7.9,1.8,8.33,6.11,70,1012.6,25.8,26.7,20.6,99,99
2017,1,18,17,50,36,7.1,8.5,2.02,10,6.4,28,1011.9,25.5,26.7,21.2,99,99
2017,1,18,18,50,53,7.4,8.6,1.85,9.09,6.29,24,1011.7,25.3,26.6,21,99,99
2017,1,18,19,50,52,6.5,7.9,1.78,7.14,5.98,84,1012.3,25.6,26.6,20.9,99,99
2017,1,18,20,50,48,7.1,8.5,1.87,7.69,6.12,94,1012.6,25.6,26.6,21.3,99,99
2017,1,18,21,50,57,6.6,7.7,1.85,10,6.13,13,1013.1,25.6,26.6,20.9,99,99
2017,1,18,22,50,65,6.2,7.1,1.95,7.69,6.12,96,1013.7,25.7,26.6,20.8,99,99
2017,1,18,23,50,69,5.9,7,1.97,7.14,6.22,71,1014.2,25.7,26.6,20.8,99,99
2017,1,19,0,50,67,5.9,7.1,1.98,10,6.25,24,1014.2,25.5,26.6,20.9,99,99
2017,1,19,1,50,71,6.1,7.3,1.87,8.33,5.99,66,1014,25.5,26.6,21,99,99
2017,1,19,2,50,76,5.5,6.5,1.81,7.69,6.03,88,1013.9,25.5,26.6,21.1,99,99
2017,1,19,3,50,74,4.8,6,1.82,7.69,6.22,83,1013.7,25.5,26.6,20.9,99,99
2017,1,19,4,50,79,4.4,5.6,1.76,6.67,6.09,70,1013.3,25.4,26.6,21.4,99,99
2017,1,19,5,50,79,5.2,6.3,1.73,7.14,6.12,55,1012.4,25.4,26.5,21.1,99,99
2017,1,19,6,50,71,4.6,5.5,1.67,7.69,6.09,106,1012.2,25.4,26.5,21.2,99,99
2017,1,19,7,50,69,4.9,5.8,1.71,7.69,6,116,1012.3,25.3,26.5,21.1,99,99
2017,1,19,8,50,51,5.1,6.3,1.64,7.69,6.18,108,1012.4,25.3,26.5,21.4,99,99
2017,1,19,9,50,61,5.3,6.4,1.69,7.69,6.07,108,1012.7,25.2,26.4,21.2,99,99
2017,1,19,10,50,50,4.8,5.7,1.6,7.14,6.11,82,1013.2,25.2,26.4,21.4,99,99
2017,1,19,11,50,66,5.4,6.4,1.62,7.14,6.1,83,1013.9,25.8,26.4,21.5,99,99
2017,1,19,12,50,66,5.3,6.7,1.6,7.69,6.04,103,1014.5,25.6,26.4,21.5,99,99
2017,1,19,13,50,62,5.5,6.4,1.52,8.33,6.18,136,1014.5,25.7,26.4,21.1,99,99
2017,1,19,14,50,67,4.8,6.1,1.56,7.69,6.3,59,1014.2,25.7,26.5,20.7,99,99
2017,1,19,15,50,67,4.8,5.6,1.46,9.09,6.23,57,1013.2,25.6,26.6,21.2,99,99
2017,1,19,16,50,65,4.4,5.1,1.48,9.09,6.11,81,1012.5,25.4,26.6,21.4,99,99
2017,1,19,17,50,73,5,6.3,1.53,7.14,6.53,83,1011.8,25.2,26.6,21.5,99,99
2017,1,19,18,50,68,4.6,5.5,1.56,7.69,6.5,114,1011.6,25.6,26.6,21.6,99,99
2017,1,19,19,50,65,5.2,6.7,1.47,7.69,6.31,82,1011.7,25.6,26.6,21.8,99,99
2017,1,19,20,50,86,4.8,5.7,1.55,8.33,6.44,125,1012.1,25.6,26.5,21.5,99,99
2017,1,19,21,50,68,5.1,5.9,1.68,8.33,6.73,90,1012.6,25.6,26.5,21.6,99,99
2017,1,19,22,50,80,5.6,6.7,1.52,12.12,6.41,13,1013.2,25.6,26.4,21.6,99,99
2017,1,19,23,50,76,5.4,6.2,1.64,10.81,6.38,13,1013.8,25.6,26.4,21.4,99,99
2017,1,20,0,50,72,5.8,6.7,1.69,11.43,6.74,16,1013.8,25.5,26.3,21.9,99,99
2017,1,20,1,50,73,6,7.1,1.77,12.12,6.8,29,1013.9,25.4,26.3,22.1,99,99
2017,1,20,2,50,106,6.1,7.2,1.67,11.43,6.25,9,1013.5,24.5,26.3,21.8,99,99
2017,1,20,3,50,109,5,6.6,1.69,11.43,6.61,29,1013.1,25.4,26.3,21.8,99,99
2017,1,20,4,50,106,5.7,6.7,1.67,10.81,6.66,15,1012.7,25.6,26.3,21.3,99,99
2017,1,20,5,50,77,4.8,5.8,1.69,11.43,6.51,11,1012.3,24.6,26.3,21.4,99,99
2017,1,20,6,50,99,6.5,7.9,1.69,10.81,6.58,13,1011.8,24.9,26.3,21.3,99,99
2017,1,20,7,50,98,5.9,7,1.82,11.43,6.8,18,1011.8,25.4,26.2,20.9,99,99
2017,1,20,8,50,98,6,7.2,1.85,11.43,7.13,16,1012.2,25.5,26.2,20.9,99,99
2017,1,20,9,50,89,5.5,6.5,1.92,10,7.02,16,1012.9,25.5,26.2,21,99,99
2017,1,20,10,50,94,5.3,6.4,1.9,10.81,6.98,13,1013.4,25.8,26.2,21,99,99
2017,1,20,11,50,96,4.7,5.7,1.79,10.81,6.84,12,1014.3,26,26.2,21.6,99,99
2017,1,20,12,50,104,4.7,5.8,1.72,10.81,6.95,29,1014.9,26.1,26.3,21.2,99,99
2017,1,20,13,50,94,4.1,5.2,1.65,10.81,6.78,14,1014.8,26.1,26.4,21.4,99,99
2017,1,20,14,50,97,4.2,4.8,1.76,10,6.96,33,1014.4,26,26.5,21.5,99,99
2017,1,20,15,50,105,3.9,4.8,1.77,10,7.18,5,1013.8,26,26.6,21.5,99,99
2017,1,20,16,50,106,3.7,4.4,1.74,10,7.24,11,1013.1,26.1,26.7,20.9,99,99
2017,1,20,17,50,101,3.5,4.4,1.76,10.81,7.36,15,1012.5,26.1,26.8,21.2,99,99
2017,1,20,18,50,99,3,3.6,1.63,10.81,7.32,23,1012.2,26.2,26.8,20.8,99,99
2017,1,20,19,50,94,3.1,3.9,1.73,12.12,7.43,26,1012.6,26.1,26.8,20.5,99,99
2017,1,20,20,50,89,4.6,5.7,1.55,11.43,7.21,27,1013,26.1,26.7,21.8,99,99
2017,1,20,21,50,83,4,4.8,1.77,11.43,7.66,12,1013.6,25.9,26.7,21.4,99,99
2017,1,20,22,50,87,3.8,4.7,1.53,11.43,7.19,13,1013.8,25.8,26.5,22.1,99,99
2017,1,20,23,50,98,4.3,5.2,1.55,12.12,7.16,21,1014.5,25.7,26.5,22.1,99,99
2017,1,21,0,50,79,5.9,7.5,1.64,12.12,7.09,21,1015,25.7,26.4,22,99,99
2017,1,21,1,50,83,5.3,6.2,1.6,10.81,7.09,20,1015,25.7,26.4,21.7,99,99
2017,1,21,2,50,85,4.9,6.3,1.5,12.9,6.83,28,1014.8,25.6,26.4,21.6,99,99
2017,1,21,3,50,78,5.2,5.9,1.52,11.43,6.71,33,1014.4,25.6,26.3,21.5,99,99
2017,1,21,4,50,84,5.1,5.9,1.59,11.43,6.87,33,1013.8,25.5,26.3,21.4,99,99
2017,1,21,5,50,75,5.1,6.2,1.46,12.9,6.89,29,1013.3,25.5,26.3,21.1,99,99
2017,1,21,6,50,71,4.6,5.5,1.59,12.9,7.04,34,1013.1,25.4,26.3,21.5,99,99
2017,1,21,7,50,70,4,4.9,1.45,12.12,6.74,30,1013,25.5,26.3,21.3,99,99
2017,1,21,8,50,80,4.7,5.3,1.31,9.09,6.4,2,1013.1,25.5,26.3,21.1,99,99
2017,1,21,9,50,77,4.9,5.7,1.39,9.09,6.54,50,1013.7,25.5,26.3,21.3,99,99
2017,1,21,10,50,83,5.2,6,1.23,9.09,6.12,34,1014.1,25.8,26.2,21.3,99,99
2017,1,21,11,50,79,5,5.8,1.37,9.09,6.59,343,1015.2,26,26.3,21.5,99,99
2017,1,21,12,50,82,4.8,6.5,1.27,9.09,6.39,46,1015.6,25.8,26.3,21.5,99,99
2017,1,21,13,50,73,5,6,1.28,9.09,6.07,6,1015.4,25.9,26.3,21.5,99,99
2017,1,21,14,50,80,5,6.1,1.28,12.12,6.02,26,1015.2,25.9,26.4,21.4,99,99
2017,1,21,15,50,88,4.8,5.8,1.18,12.12,5.68,55,1014.3,25.9,26.5,21.7,99,99
2017,1,21,16,50,77,4.7,5.4,1.18,9.09,5.94,64,1013.5,25.9,26.6,21.4,99,99
2017,1,21,17,50,84,4.7,5.7,1.22,12.12,6.07,18,1012.8,25.9,26.6,21.4,99,99
2017,1,21,18,50,83,4.6,5.9,1.2,10,6.06,41,1012.4,26,26.7,21.6,99,99
2017,1,21,19,50,84,4.3,5.1,1.15,10,5.99,56,1012.6,26.1,26.6,21.5,99,99
2017,1,21,20,50,94,4.1,4.9,1.11,8.33,5.88,91,1013,26.1,26.6,21.3,99,99
2017,1,21,21,50,80,4,4.9,1.1,8.33,5.85,128,1013.2,25.9,26.5,21.2,99,99
2017,1,21,22,50,72,4.5,5.2,1.18,8.33,6.02,86,1013.7,25.8,26.4,21.5,99,99
2017,1,21,23,50,80,4.4,5.3,1.18,7.69,6.02,95,1014,25.8,26.3,21.4,99,99
2017,1,22,0,50,71,5.1,6.5,1.19,7.14,6.05,93,1014,25.8,26.3,21.8,99,99
