#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2017,5,29,12,30,86,8.6,10.6,99,99,99,999,1017.9,27.1,27.6,24.4,99,99
2017,5,29,12,40,94,9,11.2,2.05,7.69,5.39,111,1018,27.4,27.6,24.4,99,99
2017,5,29,12,50,94,9.5,11.6,99,99,99,999,1018,27.4,27.6,24.2,99,99
2017,5,29,13,0,97,9.7,12.2,99,99,99,999,1018.1,27.3,27.6,23.9,99,99
2017,5,29,13,10,95,9.3,11,99,99,99,999,1018.1,27.4,27.7,23.9,99,99
2017,5,29,13,20,91,9.2,10.9,99,99,99,999,1018.2,27.4,27.7,23.8,99,99
2017,5,29,13,30,91,8.7,10.6,99,99,99,999,1018.3,27.4,27.7,24.1,99,99
2017,5,29,13,40,97,8.9,10.9,1.88,6.25,5.28,104,1018.3,27.4,27.7,24,99,99
2017,5,29,13,50,97,8.6,10.8,99,99,99,999,1018.3,27.5,27.7,24.1,99,99
2017,5,29,14,0,90,9.2,11.4,99,99,99,999,1018.2,27.4,27.7,24,99,99
2017,5,29,14,10,94,9.3,11.8,99,99,99,999,1018.1,27.4,27.7,23.9,99,99
2017,5,29,14,20,96,8.9,11.3,99,99,99,999,1018.1,27.5,27.7,23.6,99,99
2017,5,29,14,30,96,8.2,10.7,99,99,99,999,1018.1,27.6,27.7,23.8,99,99
2017,5,29,14,40,95,8.6,10.2,2.15,7.14,5.52,114,1018.1,27.5,27.7,23.6,99,99
2017,5,29,14,50,95,7.9,10.2,99,99,99,999,1018.2,27.5,27.8,23.8,99,99
2017,5,29,15,0,95,8.2,10.5,99,99,99,999,1018.2,27.5,27.8,23.8,99,99
2017,5,29,15,10,91,8.7,10.5,99,99,99,999,1018.2,27.5,27.8,23.6,99,99
2017,5,29,15,20,95,8.8,11.3,99,99,99,999,1018.1,27.5,27.8,23.5,99,99
2017,5,29,15,30,96,8.3,10.5,99,99,99,999,1018,27.5,27.8,23.7,99,99
2017,5,29,15,40,98,8.7,10.6,1.91,7.14,5.22,129,1018,27.5,27.8,23.6,99,99
2017,5,29,15,50,93,8.4,10.1,99,99,99,999,1017.9,27.6,27.8,23.7,99,99
2017,5,29,16,0,92,8.9,10.5,99,99,99,999,1017.8,27.5,27.8,23.4,99,99
2017,5,29,16,10,92,8.7,10.7,99,99,99,999,1017.7,27.6,27.8,23.4,99,99
2017,5,29,16,20,94,7.9,9.7,99,99,99,999,1017.7,27.6,27.8,23.6,99,99
2017,5,29,16,30,96,8.3,10.2,99,99,99,999,1017.5,27.6,27.8,23.4,99,99
2017,5,29,16,40,92,8.5,10.3,1.85,7.69,5.35,113,1017.4,27.6,27.9,23.4,99,99
2017,5,29,16,50,95,8.2,10.6,99,99,99,999,1017.1,27.6,27.9,23.6,99,99
2017,5,29,17,0,96,9,11.1,99,99,99,999,1017,27.6,27.9,23.4,99,99
2017,5,29,17,10,97,8.7,10.6,99,99,99,999,1016.9,27.6,27.9,23.4,99,99
2017,5,29,17,20,98,8.3,10.3,99,99,99,999,1016.9,27.7,27.9,23.6,99,99
2017,5,29,17,30,97,8.8,10.5,99,99,99,999,9999,27.6,27.9,23.5,99,99
2017,5,29,17,40,98,9.2,11.6,1.94,7.69,5.38,120,1016.7,27.6,27.9,23.3,99,99
2017,5,29,17,50,96,8.3,10.6,99,99,99,999,1016.5,27.7,27.9,23.5,99,99
2017,5,29,18,0,93,8.4,10.2,99,99,99,999,1016.5,27.6,27.9,23.3,99,99
2017,5,29,18,10,91,8.4,10.2,99,99,99,999,1016.5,27.7,27.9,23.6,99,99
2017,5,29,18,20,94,8.3,9.7,99,99,99,999,1016.4,27.7,27.9,23.7,99,99
2017,5,29,18,30,90,8,10.3,99,99,99,999,1016.5,27.7,27.9,23.8,99,99
2017,5,29,18,40,89,8.3,10.2,1.96,7.69,5.45,130,1016.5,27.6,27.9,23.7,99,99
2017,5,29,18,50,91,8.5,10.3,99,99,99,999,1016.6,27.6,27.9,23.7,99,99
2017,5,29,19,0,88,8.3,10.6,99,99,99,999,1016.6,27.6,27.9,23.8,99,99
2017,5,29,19,10,92,8.2,9.8,99,99,99,999,1016.5,27.6,27.9,23.6,99,99
2017,5,29,19,20,93,8.5,10.5,99,99,99,999,1016.5,27.6,27.9,23.5,99,99
2017,5,29,19,30,88,8.4,10.7,99,99,99,999,1016.5,27.6,27.9,23.5,99,99
2017,5,29,19,40,89,8.4,10.2,1.81,7.14,5.34,114,9999,27.7,27.9,23.3,99,99
2017,5,29,19,50,92,8.4,10.4,99,99,99,999,1016.4,27.7,27.9,23,99,99
2017,5,29,20,0,86,8.4,9.8,99,99,99,999,1016.4,27.8,27.9,23,99,99
2017,5,29,20,10,87,8.3,9.9,99,99,99,999,1016.2,27.8,27.9,23.2,99,99
2017,5,29,20,20,87,8.3,10,99,99,99,999,1016.2,27.7,27.9,23.3,99,99
2017,5,29,20,30,87,8.3,10.2,99,99,99,999,9999,27.7,27.9,23.6,99,99
2017,5,29,20,40,86,8.6,10.3,1.96,7.14,5.51,107,1016.3,27.6,27.9,23.6,99,99
2017,5,29,20,50,84,8.7,10.7,99,99,99,999,1016.3,27.6,27.9,23.6,99,99
2017,5,29,21,0,88,8.8,10.9,99,99,99,999,1016.4,27.6,27.9,23.4,99,99
2017,5,29,21,10,89,8.7,10.4,99,99,99,999,1016.4,27.5,27.9,23.6,99,99
2017,5,29,21,20,93,8.7,10.8,99,99,99,999,1016.5,27.5,27.9,23.5,99,99
2017,5,29,21,30,91,8.3,10.2,99,99,99,999,1016.7,27.5,27.9,23.7,99,99
2017,5,29,21,40,93,8.7,10.8,1.8,6.67,5.21,115,1016.8,27.4,27.9,23.5,99,99
2017,5,29,21,50,89,8.8,11.1,99,99,99,999,1016.8,27.4,27.9,23.5,99,99
2017,5,29,22,0,91,8.5,10.8,99,99,99,999,1016.9,27.4,27.9,23.6,99,99
2017,5,29,22,10,94,8.1,10.3,99,99,99,999,1017,27.4,27.9,23.7,99,99
2017,5,29,22,20,91,8.2,10.2,99,99,99,999,1017,27.4,27.9,23.8,99,99
2017,5,29,22,30,93,8.5,10.1,99,99,99,999,9999,27.3,27.9,23.5,99,99
2017,5,29,22,40,95,8.2,10.1,1.77,6.67,5.25,112,1017.3,27.4,27.9,23.7,99,99
2017,5,29,22,50,95,8.3,10.1,99,99,99,999,1017.3,27.3,27.9,23.6,99,99
2017,5,29,23,0,94,8.5,10.3,99,99,99,999,1017.5,27.3,27.9,23.5,99,99
2017,5,29,23,10,96,8.2,9.9,99,99,99,999,1017.5,27.4,27.9,23.6,99,99
2017,5,29,23,20,88,8.1,10.4,99,99,99,999,1017.6,27.3,27.8,23.6,99,99
2017,5,29,23,30,85,8.3,10.4,99,99,99,999,1017.7,27.3,27.8,23.5,99,99
2017,5,29,23,40,91,8.3,10.5,1.82,7.69,5.25,109,1017.9,27.4,27.8,23.6,99,99
2017,5,29,23,50,90,8.3,9.6,99,99,99,999,1017.8,27.3,27.8,23.5,99,99
2017,5,30,0,0,92,8.3,10.5,99,99,99,999,1017.8,27.3,27.8,23.6,99,99
2017,5,30,0,10,90,8.4,10.3,99,99,99,999,1017.8,27.3,27.8,23.7,99,99
2017,5,30,0,20,91,8.8,10.7,99,99,99,999,1017.7,27.3,27.8,23.4,99,99
2017,5,30,0,30,91,8.7,10.7,99,99,99,999,1017.9,27.3,27.8,23.5,99,99
2017,5,30,0,40,89,8.5,10.1,1.8,7.69,5.36,115,1018,27.3,27.8,23.7,99,99
2017,5,30,0,50,84,8.6,10.4,99,99,99,999,1018.2,27.3,27.8,23.6,99,99
2017,5,30,1,0,87,8.6,10.5,99,99,99,999,1018.2,27.3,27.8,23.5,99,99
2017,5,30,1,10,89,8.2,10,99,99,99,999,1018.3,27.3,27.8,23.5,99,99
2017,5,30,1,20,84,8.2,9.5,99,99,99,999,1018.3,27.3,27.8,23.5,99,99
2017,5,30,1,30,83,8.3,10.3,99,99,99,999,1018.4,27.3,27.8,23.5,99,99
2017,5,30,1,40,82,8.5,10.3,1.8,7.14,5.44,115,1018.5,27.3,27.8,23.7,99,99
2017,5,30,1,50,81,8.3,10,99,99,99,999,1018.6,27.3,27.8,23.5,99,99
2017,5,30,2,0,83,8.3,10.2,99,99,99,999,1018.6,27.3,27.8,23.7,99,99
2017,5,30,2,10,85,8.9,10.6,99,99,99,999,1018.6,27.2,27.8,23.4,99,99
2017,5,30,2,20,83,8.4,10.2,99,99,99,999,1018.6,27.3,27.8,23.7,99,99
2017,5,30,2,30,85,9,11.1,99,99,99,999,1018.5,27.2,27.8,23.4,99,99
2017,5,30,2,40,87,9.1,11.2,1.91,7.14,5.43,123,1018.3,27.3,27.8,23.5,99,99
2017,5,30,2,50,88,8.9,11.5,99,99,99,999,1018.4,27.3,27.8,23.5,99,99
2017,5,30,3,0,88,8.8,10.9,99,99,99,999,1018.4,27.3,27.8,23.2,99,99
2017,5,30,3,10,85,8.5,10,99,99,99,999,1018.4,27.3,27.8,23.5,99,99
2017,5,30,3,20,82,8.5,10.3,99,99,99,999,1018.3,27.2,27.8,23.5,99,99
2017,5,30,3,30,80,8.4,10.2,99,99,99,999,9999,27.2,27.8,23.6,99,99
2017,5,30,3,40,76,8.7,10.4,1.85,7.14,5.31,115,1018.1,27.2,27.7,23.6,99,99
2017,5,30,3,50,76,8.3,10.3,99,99,99,999,1018.1,27.2,27.8,23.7,99,99
2017,5,30,4,0,75,8.2,10,99,99,99,999,1018,27.2,27.7,23.7,99,99
2017,5,30,4,10,77,7.5,9.4,99,99,99,999,1018,27.2,27.8,23.7,99,99
2017,5,30,4,20,85,7.4,9.1,99,99,99,999,1017.9,27.2,27.8,23.8,99,99
2017,5,30,4,30,93,7.9,9.4,99,99,99,999,1017.7,27.2,27.8,23.8,99,99
2017,5,30,4,40,97,8.2,10.5,1.84,7.14,5.33,109,1017.6,27.1,27.8,23.7,99,99
2017,5,30,4,50,88,9.5,11.5,99,99,99,999,1017.3,27.1,27.7,23.1,99,99
2017,5,30,5,0,85,9.4,11.3,99,99,99,999,1017.3,27.2,27.7,23.2,99,99
2017,5,30,5,10,86,9.3,11,99,99,99,999,1017.4,27.1,27.7,22.8,99,99
2017,5,31,7,40,70,6.5,8,1.56,8.33,5.31,116,1015.6,26.8,27.7,22.4,99,99
2017,5,31,7,50,66,6.5,8.3,99,99,99,999,1015.6,26.8,27.7,22.6,99,99
2017,5,31,8,0,65,6.6,8.6,99,99,99,999,1015.6,26.7,27.7,22.6,99,99
2017,5,31,8,10,67,6.8,8.6,99,99,99,999,1015.6,26.6,27.7,22.4,99,99
2017,5,31,8,20,68,6.6,8.7,99,99,99,999,1015.6,26.7,27.7,22.6,99,99
2017,5,31,8,30,68,6.6,8,99,99,99,999,1015.5,26.8,27.7,22.8,99,99
2017,5,31,8,40,65,7.2,8.8,1.87,7.69,5.72,118,1015.5,26.8,27.7,23.1,99,99
2017,5,31,8,50,72,7.6,9.4,99,99,99,999,1015.6,26.7,27.7,22.7,99,99
2017,5,31,9,0,77,7.6,9.7,99,99,99,999,1015.5,26.7,27.7,22.6,99,99
2017,5,31,9,10,78,8,9.9,99,99,99,999,1015.6,26.8,27.7,22.4,99,99
2017,5,31,9,20,83,8.3,10.2,99,99,99,999,1015.6,26.9,27.7,22.2,99,99
2017,5,31,9,30,83,8.2,9.9,99,99,99,999,1015.7,26.9,27.7,22.3,99,99
2017,5,31,9,40,74,8.6,9.8,1.59,7.69,5.23,123,1015.8,26.9,27.7,22.2,99,99
2017,5,31,9,50,81,8.1,9.6,99,99,99,999,1016.1,26.9,27.7,22.3,99,99
2017,5,31,10,0,85,8.2,9.6,99,99,99,999,1016.1,26.9,27.7,22.1,99,99
2017,5,31,10,10,85,8,10,99,99,99,999,1016.2,26.9,27.7,22.1,99,99
2017,5,31,10,20,84,7.8,9.5,99,99,99,999,1016.2,26.9,27.7,22.2,99,99
2017,5,31,10,30,86,7.7,9.3,99,99,99,999,1016.4,26.9,27.7,22.4,99,99
2017,5,31,10,40,91,7.4,9.6,1.8,7.69,5.45,107,1016.4,26.9,27.7,22.4,99,99
2017,5,31,10,50,88,8.1,10,99,99,99,999,1016.4,26.8,27.7,22.2,99,99
2017,5,31,11,0,83,8.5,10,99,99,99,999,1016.4,26.9,27.7,22.2,99,99
2017,5,31,11,10,80,8.2,9.9,99,99,99,999,1016.4,26.9,27.7,22.1,99,99
2017,5,31,11,20,78,8.1,10,99,99,99,999,1016.2,26.9,27.7,22.4,99,99
2017,5,31,11,30,78,8.5,10.2,99,99,99,999,1016.2,26.9,27.7,22.1,99,99
2017,5,31,11,40,82,8.4,10.1,1.71,7.69,5.21,108,1016.2,26.9,27.7,22,99,99
2017,5,31,11,50,82,7.9,9.3,99,99,99,999,1016.2,26.9,27.7,21.9,99,99
2017,5,31,12,0,81,8.1,9.8,99,99,99,999,1016.2,26.8,27.7,21.7,99,99
2017,5,31,12,10,84,7.6,9.6,99,99,99,999,1016.3,26.9,27.7,21.9,99,99
2017,5,31,12,20,82,7.3,8.8,99,99,99,999,1016.4,26.9,27.7,22.2,99,99
2017,5,31,12,30,80,7.3,9.2,99,99,99,999,1016.4,26.8,27.7,22.3,99,99
2017,5,31,12,40,78,7.1,9.3,1.81,7.69,5.37,103,1016.4,26.8,27.7,22,99,99
2017,5,31,12,50,77,7.7,9.2,99,99,99,999,1016.4,26.8,27.7,21.6,99,99
2017,5,31,13,0,80,6.9,8.9,99,99,99,999,1016.4,26.9,27.7,22.1,99,99
2017,5,31,13,10,78,7.6,9.9,99,99,99,999,1016.4,26.8,27.7,21.7,99,99
2017,5,31,13,20,79,7.2,9.1,99,99,99,999,1016.4,26.8,27.7,21.6,99,99
2017,5,31,13,30,81,6.6,8.4,99,99,99,999,1016.4,26.9,27.7,22,99,99
2017,5,31,13,40,76,6.8,8.4,1.69,7.69,5.67,127,1016.4,26.9,27.7,22.1,99,99
2017,5,31,13,50,81,7.1,8.7,99,99,99,999,1016.3,26.9,27.7,21.9,99,99
2017,5,31,14,0,80,7,8.6,99,99,99,999,1016.3,26.9,27.7,21.9,99,99
2017,5,31,14,10,78,6.8,8.6,99,99,99,999,1016.3,26.8,27.7,21.7,99,99
2017,5,31,14,20,76,6.7,8.4,99,99,99,999,1016.3,26.8,27.8,21.8,99,99
2017,5,31,14,30,81,6.2,8.3,99,99,99,999,1016.3,26.8,27.8,21.8,99,99
2017,5,31,14,40,79,6.5,8.2,1.73,7.69,5.5,118,9999,26.8,27.8,21.9,99,99
2017,5,31,14,50,83,6.6,8.6,99,99,99,999,1016.2,26.8,27.8,21.7,99,99
2017,5,31,15,0,83,6.2,8,99,99,99,999,1016.2,26.9,27.8,21.8,99,99
2017,5,31,15,10,82,6.2,7.7,99,99,99,999,1016.4,26.9,27.8,21.9,99,99
2017,5,31,15,20,80,6.2,8.1,99,99,99,999,1016.3,26.9,27.8,22,99,99
2017,5,31,15,30,82,5.9,7.7,99,99,99,999,1016.1,27,27.8,22.2,99,99
2017,5,31,15,40,85,6.4,7.9,1.68,6.67,5.43,112,1016.1,26.9,27.9,21.9,99,99
2017,5,31,15,50,81,5.9,7.2,99,99,99,999,1016.1,27,27.9,21.7,99,99
2017,5,31,16,0,81,6.2,7.7,99,99,99,999,1016.1,26.9,27.9,21.5,99,99
2017,5,31,16,10,80,5.9,7.4,99,99,99,999,1016,27,27.9,21.6,99,99
2017,5,31,16,20,83,5.9,7.7,99,99,99,999,1015.9,27,27.9,22,99,99
2017,5,31,16,30,87,5.9,7.7,99,99,99,999,1015.8,26.9,27.9,21.6,99,99
2017,5,31,16,40,81,5.9,7.1,1.76,7.69,5.45,116,1015.6,27,27.9,21.7,99,99
2017,5,31,16,50,86,5.9,7.8,99,99,99,999,1015.5,27,28,21.9,99,99
2017,5,31,17,0,87,6.2,7.3,99,99,99,999,1015.4,27,28,21.8,99,99
2017,5,31,17,10,84,6.3,8,99,99,99,999,1015.4,27,27.9,21.7,99,99
2017,5,31,17,20,87,6.2,7.7,99,99,99,999,1015.4,27,28,21.9,99,99
2017,5,31,17,30,88,6.7,8.2,99,99,99,999,1015.3,27,28,21.9,99,99
2017,5,31,17,40,87,6.5,8.2,1.76,7.69,5.69,120,1015.2,27,28,21.7,99,99
2017,5,31,17,50,82,6.5,8.4,99,99,99,999,1015.2,27.1,28,22,99,99
2017,5,31,18,0,79,6.6,8.1,99,99,99,999,1015.1,27,28,22,99,99
2017,5,31,18,10,79,6.4,8,99,99,99,999,1015.1,27,28,21.9,99,99
2017,5,31,18,20,81,6.1,7.4,99,99,99,999,1015,27,28,22,99,99
2017,5,31,18,30,80,6.3,7.6,99,99,99,999,1015,27.1,28,22.1,99,99
2017,5,31,18,40,82,6,7.5,1.69,7.14,5.58,119,1015,27.1,28,22.2,99,99
2017,5,31,18,50,84,6.1,7.6,99,99,99,999,1015,27,28,21.9,99,99
2017,5,31,19,0,79,6.4,7.8,99,99,99,999,1015,27.1,28,22,99,99
2017,5,31,19,10,82,5.9,7.4,99,99,99,999,1015.1,27.2,28,22.1,99,99
2017,5,31,19,20,85,6,8,99,99,99,999,1014.9,27.2,28,22.1,99,99
2017,5,31,19,30,80,6.4,8,99,99,99,999,1014.8,27.1,28,21.8,99,99
2017,5,31,19,40,81,6.3,7.6,1.62,8.33,5.55,119,1014.9,27.1,28,21.6,99,99
2017,5,31,19,50,82,6.4,7.9,99,99,99,999,1014.8,27.2,28,21.8,99,99
2017,5,31,20,0,83,6.2,8.4,99,99,99,999,1014.9,27.1,28,21.7,99,99
2017,5,31,20,10,81,6.1,8.2,99,99,99,999,1015,27.2,28,21.9,99,99
2017,5,31,20,20,85,6,7.3,99,99,99,999,1015.1,27.2,28,22,99,99
2017,5,31,20,30,84,6,7.3,99,99,99,999,1015.1,27.2,28,21.8,99,99
2017,5,31,20,40,84,5.9,7.3,1.42,7.69,5.39,115,1015.2,27.2,28,21.9,99,99
2017,5,31,20,50,86,5.9,7.8,99,99,99,999,1015.4,27.2,28,21.8,99,99
2017,5,31,21,0,79,5.8,7.4,99,99,99,999,1015.4,27.2,28,21.8,99,99
2017,5,31,21,10,85,5,6.8,99,99,99,999,1015.4,27.2,28,22,99,99
2017,5,31,21,20,87,5.4,6.9,99,99,99,999,1015.5,27.3,28,21.9,99,99
2017,5,31,21,30,84,5.1,6.6,99,99,99,999,1015.6,27.3,27.9,22.1,99,99
2017,5,31,21,40,77,5.1,6.9,1.61,7.69,5.65,109,1015.6,27.2,28,22.2,99,99
2017,5,31,21,50,76,5.4,6.5,99,99,99,999,1015.6,27.1,28,21.9,99,99
2017,5,31,22,0,78,4.9,6.5,99,99,99,999,9999,27.2,27.9,22.1,99,99
2017,5,31,22,10,71,4.8,6.3,99,99,99,999,1015.9,27.1,27.9,22,99,99
2017,5,31,22,20,78,6,7.3,99,99,99,999,1015.9,27.2,27.9,22.5,99,99
2017,5,31,22,30,82,6.1,7.5,99,99,99,999,1015.9,27.2,27.9,22.4,99,99
2017,5,31,22,40,76,6.1,7.4,1.49,7.69,5.61,116,1016.1,27.2,27.9,22.5,99,99
2017,5,31,22,50,73,6,7.4,99,99,99,999,1016.2,27.1,27.9,22.7,99,99
2017,5,31,23,0,72,5.8,7.7,99,99,99,999,1016.3,27.1,27.9,22.8,99,99
2017,5,31,23,10,70,5.7,7.2,99,99,99,999,1016.4,27.1,27.9,22.9,99,99
2017,5,31,23,20,67,5.2,6.8,99,99,99,999,1016.5,27.1,27.9,23.2,99,99
2017,5,31,23,30,83,6,7.5,99,99,99,999,1016.5,27.2,27.9,22.8,99,99
2017,5,31,23,40,74,6.8,8.3,1.56,6.25,5.65,106,1016.5,27.2,27.9,22.8,99,99
2017,5,31,23,50,72,6.4,8.2,99,99,99,999,1016.6,27.1,27.9,22.5,99,99
2017,6,1,0,0,75,6.9,8.4,99,99,99,999,1016.6,27.1,27.9,23,99,99
2017,6,1,0,10,77,6.7,8.2,99,99,99,999,1016.7,27,27.9,22.5,99,99
2017,6,1,0,20,73,6.5,8.5,99,99,99,999,1016.7,27.1,27.9,22.8,99,99
2017,6,1,0,30,76,7.4,9.3,99,99,99,999,1016.7,26.9,27.9,23,99,99
2017,6,1,0,40,71,6.8,8.2,1.46,7.69,5.39,118,1016.8,26.9,27.9,23,99,99
2017,6,1,0,50,70,6.4,7.7,99,99,99,999,1016.8,26.8,27.9,22.7,99,99
2017,6,1,1,0,74,6.1,7.8,99,99,99,999,1017,27,27.9,22.7,99,99
2017,6,1,1,10,68,6.4,8.2,99,99,99,999,1016.9,27.1,27.9,22.7,99,99
2017,6,1,1,20,68,6.9,8.3,99,99,99,999,1017,27.1,27.9,22.6,99,99
2017,6,1,1,30,75,6.4,7.7,99,99,99,999,1017,27.2,27.9,22.8,99,99
2017,6,1,1,40,70,6.1,7.5,1.57,7.14,5.69,108,1017,27.1,27.9,22.9,99,99
2017,6,1,1,50,59,7,8.5,99,99,99,999,1017,26.9,27.9,23.2,99,99
2017,6,1,2,0,71,6.4,9.3,99,99,99,999,1016.9,26.8,27.9,22.9,99,99
2017,6,1,2,10,97,5.9,8,99,99,99,999,1017.1,26.5,27.9,23.1,99,99
2017,6,1,2,20,69,7.1,9.4,99,99,99,999,1017,26.3,27.9,22.7,99,99
2017,6,1,2,30,82,6.7,8.6,99,99,99,999,1017,27,27.9,22.9,99,99
2017,6,1,2,40,83,7,8.5,1.52,8.33,5.61,84,1016.9,27.1,27.9,23,99,99
2017,6,1,2,50,84,7.3,9.6,99,99,99,999,1016.8,27.1,27.9,23.1,99,99
2017,6,1,3,0,86,7.7,9.1,99,99,99,999,1016.7,27,27.9,22.9,99,99
2017,6,1,3,10,94,8,9.8,99,99,99,999,1016.5,27.1,27.9,22.9,99,99
2017,6,1,3,20,92,8.3,10.1,99,99,99,999,1016.4,27.1,27.9,22.9,99,99
2017,6,1,3,30,88,8.5,10.5,99,99,99,999,1016.3,27.1,27.9,23,99,99
2017,6,1,3,40,94,8.6,10.6,1.58,6.25,5.3,104,1016.3,26.9,27.9,22.7,99,99
2017,6,1,3,50,96,8.7,10,99,99,99,999,1016.2,26.9,27.8,22.4,99,99
2017,6,1,4,0,89,8.8,10.7,99,99,99,999,1016.2,27,27.8,22.3,99,99
2017,6,1,4,10,97,8.8,10.9,99,99,99,999,1015.9,27,27.8,22.6,99,99
2017,6,1,4,20,98,8.9,10.8,99,99,99,999,1015.8,26.9,27.8,22.2,99,99
2017,6,1,4,30,97,8.9,11,99,99,99,999,1015.6,26.9,27.8,22.3,99,99
2017,6,1,4,40,95,8.8,10.7,1.63,7.14,5.22,117,1015.5,27,27.8,22.2,99,99
2017,6,1,4,50,90,8.7,10.4,99,99,99,999,1015.4,26.9,27.8,22.1,99,99
2017,6,1,5,0,87,8.6,10.5,99,99,99,999,1015.3,26.9,27.8,22.1,99,99
2017,6,1,5,10,92,8.5,10.3,99,99,99,999,1015.2,26.9,27.8,22,99,99
2017,6,1,5,20,94,8.5,10.1,99,99,99,999,1015.2,26.9,27.8,21.9,99,99
2017,6,1,5,30,94,8.4,10.3,99,99,99,999,1015.1,26.9,27.8,22,99,99
2017,6,1,5,40,90,8.2,9.6,1.74,6.67,5.23,117,1015.1,26.9,27.8,21.8,99,99
2017,6,1,5,50,94,8.2,10.1,99,99,99,999,1015,26.9,27.8,21.8,99,99
2017,6,1,6,0,95,7.9,9.8,99,99,99,999,1015,26.9,27.8,22.1,99,99
2017,6,1,6,10,90,8.6,10.5,99,99,99,999,1014.9,26.8,27.8,21.4,99,99
2017,6,1,6,20,94,8.3,10,99,99,99,999,1014.8,26.9,27.8,21.8,99,99
2017,6,1,6,30,94,8.2,10.3,99,99,99,999,1014.9,26.9,27.8,21.7,99,99
2017,6,1,6,40,93,8.3,9.9,1.73,6.67,5.16,114,1015,26.9,27.8,22,99,99
2017,6,1,6,50,93,8.2,10.4,99,99,99,999,1015,26.8,27.8,21.9,99,99
2017,6,1,7,0,92,8.3,10.4,99,99,99,999,1014.9,26.8,27.8,21.8,99,99
2017,6,1,7,10,90,8.3,10.3,99,99,99,999,1014.9,26.7,27.8,21.8,99,99
2017,6,1,7,20,93,8.3,10.2,99,99,99,999,1014.9,26.8,27.8,21.9,99,99
2017,6,1,7,30,92,8.5,10.3,99,99,99,999,1014.9,26.8,27.8,21.8,99,99
2017,6,1,7,40,91,8.4,10,1.72,7.69,5.28,119,1015.1,26.8,27.8,22,99,99
2017,6,1,7,50,89,8.1,9.8,99,99,99,999,1015,26.8,27.8,22.1,99,99
2017,6,1,8,0,92,8.1,10,99,99,99,999,1015.1,26.8,27.7,22.1,99,99
2017,6,1,8,10,90,8.7,10.5,99,99,99,999,1015.1,26.7,27.7,21.5,99,99
2017,6,1,8,20,91,8.6,10.3,99,99,99,999,1015.2,26.9,27.7,21.6,99,99
2017,6,1,8,30,95,8.2,10,99,99,99,999,1015.1,26.8,27.7,21.7,99,99
2017,6,1,8,40,95,8.2,9.8,1.66,6.25,5.04,102,1015.2,26.8,27.7,21.8,99,99
2017,6,1,8,50,94,7.7,9.7,99,99,99,999,1015.3,26.7,27.7,21.9,99,99
2017,6,1,9,0,91,7.8,9.5,99,99,99,999,1015.4,26.7,27.7,21.9,99,99
2017,6,1,9,10,97,7.6,9.4,99,99,99,999,1015.4,26.8,27.7,22.1,99,99
2017,6,1,9,20,95,7.8,9.6,99,99,99,999,1015.5,26.7,27.7,21.9,99,99
2017,6,1,9,30,98,7.4,8.9,99,99,99,999,1015.6,26.8,27.7,22.1,99,99
2017,6,1,9,40,91,7.7,9.4,1.59,8.33,5.13,108,1015.7,26.7,27.7,22,99,99
2017,6,1,9,50,89,7.3,9.4,99,99,99,999,1015.8,26.8,27.7,22.2,99,99
2017,6,1,10,0,89,7.6,9.4,99,99,99,999,1015.8,26.7,27.7,21.9,99,99
2017,6,1,10,10,88,7.8,9.6,99,99,99,999,1015.9,26.8,27.7,21.8,99,99
2017,6,1,10,20,89,7.4,9.6,99,99,99,999,9999,26.9,27.7,22.1,99,99
2017,6,1,10,30,91,8.2,9.9,99,99,99,999,1016.1,26.8,27.7,21.5,99,99
2017,6,1,10,40,86,8.1,9.7,1.47,10,5.03,78,1016.1,27,27.7,21.6,99,99
2017,6,1,10,50,87,7.8,9.6,99,99,99,999,1016.2,27,27.7,21.7,99,99
2017,6,1,11,0,88,7.6,9.2,99,99,99,999,1016.2,26.9,27.7,21.7,99,99
2017,6,1,11,10,89,7.3,9,99,99,99,999,1016.3,27,27.8,21.8,99,99
2017,6,1,11,20,86,7.3,9.4,99,99,99,999,1016.3,26.9,27.8,22.1,99,99
2017,6,1,11,30,89,7.2,8.5,99,99,99,999,1016.4,26.9,27.8,22,99,99
2017,6,1,11,40,86,6.9,8.5,1.52,7.69,5.09,115,1016.5,26.9,27.8,22,99,99
2017,6,1,11,50,84,6.7,8.4,99,99,99,999,1016.7,26.9,27.8,22.1,99,99
2017,6,1,12,0,86,6.6,7.9,99,99,99,999,1016.7,26.9,27.8,22,99,99
2017,6,1,12,10,87,6.3,7.7,99,99,99,999,1016.7,26.9,27.8,22,99,99
2017,6,1,12,20,87,5.9,7.1,99,99,99,999,1016.8,26.9,27.8,22,99,99
2017,6,1,12,30,93,6,7.1,99,99,99,999,1016.8,26.9,27.8,22,99,99
2017,6,1,12,40,94,5.8,7.4,1.61,5.56,5.31,88,9999,27,27.8,22.1,99,99
2017,6,1,12,50,85,6.2,7.9,99,99,99,999,1016.8,27,27.8,22.1,99,99
2017,6,1,13,0,89,6.1,7.8,99,99,99,999,1017,27,27.8,22.2,99,99
2017,6,1,13,10,88,6.1,7.5,99,99,99,999,1016.9,27,27.8,22.4,99,99
2017,6,1,13,20,85,6.4,8,99,99,99,999,1017,26.9,27.8,22.3,99,99
